Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
23,79,2,0,1,7,98,0,1,1,2,1,4,0,1,2,69,0
26,92,1,2,0,4,54,1,1,2,1,2,4,0,0,1,72,2
13,92,2,2,1,7,77,1,1,2,1,2,4,0,2,2,72,2
6,90,1,1,1,9,66,1,1,1,2,2,2,0,0,0,65,2
25,74,2,2,0,5,67,2,1,1,1,2,5,0,2,2,71,1
15,78,1,1,0,5,73,1,1,2,2,2,1,1,1,2,64,0
8,84,1,0,1,9,56,0,1,0,1,2,2,0,0,1,61,1
21,99,1,0,1,9,59,0,1,2,2,0,2,0,1,1,69,1
25,73,0,1,1,5,79,1,1,0,1,1,5,0,0,1,65,1
19,97,1,0,1,10,51,2,1,0,2,1,4,0,1,0,69,3
17,71,1,1,0,8,80,0,1,2,0,1,3,0,0,2,64,2
19,100,1,0,1,9,66,2,1,2,1,0,4,1,2,1,69,1
18,87,1,1,1,6,92,0,1,0,1,1,4,0,0,2,68,1
12,79,1,0,0,9,80,0,1,2,1,2,2,0,1,1,63,1
16,85,0,1,0,7,85,2,1,1,2,1,2,0,0,2,66,1
22,71,2,1,1,8,63,1,1,1,2,0,2,0,0,1,66,2
21,65,1,1,0,6,100,1,1,1,1,1,4,0,2,2,67,3
14,65,1,2,1,5,72,0,1,0,2,0,2,0,0,2,62,3
19,74,1,2,1,7,68,1,1,0,2,0,2,0,0,2,66,2
7,91,2,1,0,7,94,2,0,2,1,1,3,0,2,1,68,3
21,84,1,1,1,6,52,1,1,2,2,0,5,0,0,1,68,2
29,64,0,1,0,9,77,1,1,0,2,0,2,0,0,1,63,0
11,94,2,0,1,10,61,1,1,1,0,1,3,0,1,1,66,1
16,84,2,0,0,6,68,0,0,1,1,1,3,0,0,2,65,3
22,98,2,1,1,7,60,1,1,2,1,2,1,0,0,2,72,1
28,87,1,1,0,6,52,1,1,0,0,1,3,0,2,2,70,4
17,67,2,0,0,10,71,1,1,1,1,2,3,0,0,2,63,1
16,79,1,1,0,8,89,1,1,0,2,1,4,0,0,2,65,0
8,86,2,0,1,8,98,0,1,0,1,1,1,0,1,2,65,1
21,61,2,2,0,9,81,1,1,1,1,1,3,0,2,2,66,1
32,61,2,1,1,7,69,2,1,2,1,2,3,0,0,1,68,0
22,65,1,0,1,7,88,0,0,1,1,2,4,0,1,2,64,2
20,70,2,1,0,9,75,0,1,1,1,1,4,0,1,1,66,3
22,77,0,1,1,8,68,1,1,2,2,2,4,0,0,1,68,3
20,79,0,1,1,6,59,1,1,0,1,2,2,0,0,1,64,0
15,66,1,1,0,6,90,0,1,1,1,0,3,0,1,0,62,2
25,87,1,1,1,6,75,1,0,0,1,1,2,1,0,2,67,0
21,84,0,2,0,9,98,1,1,0,1,0,3,0,0,1,67,1
20,72,1,1,0,9,90,0,1,1,1,1,2,0,2,1,65,1
14,61,0,1,1,10,71,1,0,0,1,1,4,0,0,2,59,2
28,63,1,2,1,6,87,0,1,0,1,2,2,0,0,1,66,0
24,76,2,0,0,7,73,1,1,1,1,1,2,0,0,2,68,4
17,66,2,1,0,6,54,1,1,2,0,2,3,1,0,2,63,2
26,75,1,0,1,7,76,1,1,1,1,1,3,0,1,2,68,2
17,85,2,0,1,8,93,0,1,1,2,2,3,0,1,0,68,2
15,82,1,1,1,7,93,1,1,0,2,0,2,0,0,1,66,3
15,69,2,0,0,9,79,0,1,1,1,2,2,0,0,1,63,1
9,74,1,0,0,6,69,0,1,0,1,2,2,0,0,1,61,3
23,85,2,1,1,8,51,0,1,2,0,0,4,0,1,2,68,0
9,94,2,0,0,6,66,0,1,0,2,2,3,0,1,2,66,0
13,90,1,2,0,4,99,2,1,2,1,1,4,1,1,1,69,1
8,82,1,2,1,5,86,1,0,0,1,0,3,0,2,2,64,0
19,74,1,1,0,7,86,2,1,2,1,2,3,0,2,2,68,1
19,75,1,2,0,10,88,0,1,0,2,2,2,0,0,2,66,0
18,95,1,1,0,6,81,1,1,0,1,2,3,1,0,2,68,0
14,62,1,2,1,7,79,0,1,1,1,2,2,0,0,1,62,2
13,100,1,0,1,8,73,0,1,0,1,1,3,0,2,2,68,1
23,87,1,2,0,6,72,1,1,0,2,0,3,0,1,1,69,1
17,87,2,2,1,6,94,1,1,0,1,1,3,0,0,1,70,2
22,62,2,1,1,7,70,0,1,0,1,0,2,0,1,2,65,4
15,84,0,1,1,6,92,1,1,1,1,2,3,0,1,2,68,3
21,79,1,2,0,4,92,0,1,0,1,0,2,0,2,2,67,0
28,64,0,1,1,6,89,1,1,0,0,1,4,0,1,0,64,0
24,71,0,1,0,8,52,1,0,1,1,0,3,0,1,2,63,2
18,96,1,0,1,8,57,1,1,1,1,0,2,0,0,2,67,1
22,82,2,0,0,9,66,1,1,0,2,0,3,0,0,1,66,1
19,77,2,0,1,9,92,1,1,0,1,2,4,0,0,2,67,2
20,63,1,1,1,6,94,1,0,1,1,1,3,0,0,0,63,2
18,89,1,1,1,6,52,1,1,2,2,2,3,0,0,1,69,3
19,88,2,2,0,6,66,1,1,1,1,2,2,0,0,2,70,3
21,85,2,1,1,7,93,1,1,2,1,1,4,0,0,1,70,0
14,80,2,1,0,6,62,1,1,2,1,0,2,0,2,2,65,0
14,77,0,0,0,7,99,0,1,1,1,2,2,0,2,1,64,2
12,84,1,2,1,6,74,2,1,1,2,0,3,0,1,1,67,1
10,69,0,1,0,8,97,1,1,1,1,0,3,0,0,2,61,1
13,98,1,2,1,6,71,1,1,0,2,2,1,0,1,2,70,1
21,84,2,0,0,6,66,2,1,2,1,2,4,1,1,0,68,2
15,72,1,1,1,8,68,2,1,1,1,2,2,0,0,2,64,0
23,78,2,1,0,8,94,1,1,2,1,1,2,1,0,1,68,1
20,92,1,0,0,7,67,0,1,1,1,2,5,0,0,2,68,1
8,66,2,2,1,8,83,1,1,0,1,2,4,0,1,2,63,0
24,72,0,1,1,8,73,0,1,0,1,2,2,0,1,1,65,1
25,87,0,1,1,10,97,1,1,0,0,1,3,1,0,2,69,4
14,73,1,2,0,8,58,1,1,0,2,0,2,0,1,1,63,2
23,92,0,1,1,10,71,1,1,0,1,1,3,0,1,2,69,1
15,65,2,0,1,7,56,1,0,2,1,2,3,1,0,2,61,3
21,91,0,2,1,9,79,1,1,0,1,1,3,0,1,0,69,2
12,63,2,1,0,9,70,0,1,2,0,2,3,0,1,2,62,1
9,61,0,2,1,7,53,1,1,1,1,2,2,1,2,0,58,0
18,96,1,2,1,6,92,1,1,1,1,2,3,0,0,0,71,2
19,83,2,0,0,6,69,1,1,1,1,2,2,0,2,0,69,5
18,74,2,1,0,8,75,2,1,2,2,2,3,0,2,1,68,1
13,69,1,0,0,5,70,1,1,1,2,0,2,0,1,2,61,0
18,85,2,1,1,6,74,1,1,0,1,0,2,0,1,0,67,3
22,80,1,2,1,9,51,1,1,1,1,0,3,0,2,2,68,2
20,100,1,1,1,8,91,1,1,0,1,2,3,0,0,2,72,3
21,99,2,0,1,4,67,1,1,1,1,0,4,0,1,2,71,1
16,85,1,1,1,5,86,0,0,1,1,2,2,0,0,2,67,3
27,78,1,1,0,10,53,1,1,1,1,1,4,1,2,1,68,3
13,80,1,1,0,9,76,1,1,2,1,1,2,0,0,2,64,0
23,87,1,2,0,6,95,2,1,2,1,2,0,0,0,2,73,3
27,64,0,1,1,5,70,1,1,0,2,2,4,0,0,2,65,0
23,73,0,2,0,5,60,2,1,1,1,2,2,0,2,2,67,1
19,63,2,1,1,8,55,0,1,1,1,2,4,0,1,1,63,0
17,63,1,1,1,10,93,1,1,0,1,2,2,1,2,2,63,0
26,68,1,1,1,10,62,2,1,1,1,1,2,0,2,2,69,4
11,79,2,2,1,5,99,1,1,2,0,2,3,0,0,2,68,1
14,91,1,1,1,7,62,1,1,0,2,1,2,0,1,2,68,2
18,79,2,2,1,6,74,1,1,0,1,2,4,0,0,2,69,3
27,73,2,2,1,7,73,2,1,2,2,0,3,0,0,2,73,5
22,63,2,2,1,5,53,2,1,0,2,0,2,0,0,2,66,3
14,82,1,1,1,6,77,1,1,1,1,2,3,0,1,2,68,3
18,71,1,1,0,6,84,1,1,1,0,1,2,0,2,2,65,2
16,85,1,1,0,8,87,2,1,0,1,0,3,0,0,0,67,4
16,99,1,1,0,6,76,0,1,1,1,2,4,0,1,2,70,2
26,64,1,2,0,6,91,1,1,0,1,1,4,0,0,1,66,1
12,68,1,2,0,8,88,2,1,0,1,0,3,0,2,1,64,3
30,79,1,2,0,9,60,1,1,0,1,1,3,0,0,2,69,1
25,99,0,1,0,10,70,1,1,1,1,2,5,0,1,0,71,1
27,91,1,0,0,8,57,1,1,0,0,1,4,0,2,1,68,0
17,96,2,1,0,7,57,0,1,1,1,0,3,0,1,1,68,2
19,73,0,1,1,9,86,2,1,1,2,2,3,0,1,2,66,0
11,100,0,2,0,9,77,1,1,1,2,2,3,0,2,2,70,2
17,64,1,2,0,8,80,1,1,2,2,2,2,0,2,2,65,0
23,62,1,0,1,5,87,1,1,1,1,0,4,0,0,2,63,1
28,94,0,1,1,9,64,1,1,1,1,1,3,0,0,1,70,0
13,97,0,1,1,8,70,1,1,2,1,1,2,0,2,1,67,0
18,64,1,1,0,6,80,1,1,1,1,2,5,1,0,2,63,1
19,65,2,1,0,6,55,1,1,0,2,2,3,0,2,1,64,1
12,61,0,1,1,8,92,1,1,2,1,1,4,1,0,1,60,2
24,64,1,1,1,4,67,0,1,0,1,1,1,0,0,2,62,0
16,68,1,2,0,7,83,2,1,0,2,2,2,0,0,2,65,2
19,99,0,0,0,6,100,1,1,2,0,0,3,0,2,2,69,0
17,87,1,2,1,6,74,0,1,0,2,1,3,0,1,1,68,1
15,91,1,1,0,6,61,1,0,1,2,2,2,0,0,1,66,1
20,91,2,2,1,5,61,0,1,0,1,2,2,0,2,2,72,4
19,81,1,2,1,9,53,1,1,2,1,2,3,0,0,2,68,2
18,92,1,1,0,4,88,1,1,2,1,1,2,0,0,1,69,3
16,84,1,1,0,7,65,0,1,2,2,0,3,0,0,1,65,1
22,73,2,1,1,6,59,0,1,0,1,2,1,0,0,2,65,0
30,82,0,1,1,10,86,0,1,0,2,1,4,0,0,2,70,2
21,81,1,0,1,7,65,2,1,1,1,2,2,0,1,1,67,1
26,93,2,1,0,4,80,1,1,0,1,2,3,1,1,2,73,4
12,99,2,2,0,8,71,1,1,1,0,1,2,0,1,2,70,2
21,76,1,1,1,5,67,1,1,2,0,2,3,0,0,1,66,1
13,91,1,1,1,8,74,1,1,0,1,2,1,0,2,2,68,1
11,64,1,1,1,8,66,1,1,0,1,2,2,0,1,1,61,2
16,91,1,2,0,9,94,0,1,2,1,2,3,0,2,2,70,0
27,75,1,0,1,7,54,0,1,1,1,0,3,0,2,2,66,2
26,62,2,1,1,8,52,1,1,0,1,1,5,0,1,2,67,4
21,75,2,2,0,7,70,2,1,1,2,1,3,0,2,2,69,1
11,84,1,0,1,6,59,0,1,1,1,2,3,0,0,2,64,2
19,65,2,1,1,9,87,0,1,2,2,2,2,0,1,1,65,0
22,97,2,1,1,5,68,0,1,1,2,0,5,0,1,2,75,6
21,63,2,1,0,7,63,1,1,1,1,1,2,0,0,0,63,2
9,97,2,1,0,6,68,0,1,1,1,1,3,0,1,2,69,5
15,88,1,2,1,8,61,0,1,1,2,2,4,1,0,2,68,2
20,73,1,0,1,6,65,1,1,2,2,2,2,0,1,2,66,2
23,76,0,1,1,6,78,0,1,2,1,2,2,0,0,1,66,2
7,90,0,1,1,7,93,0,1,1,1,1,3,0,1,2,66,4
19,84,1,1,1,9,69,1,1,1,0,1,4,0,1,2,68,2
21,87,0,1,1,6,66,1,1,0,0,0,2,0,0,1,65,1
25,76,1,2,0,6,89,2,1,0,1,1,3,0,1,2,70,3
24,80,1,2,0,5,51,1,1,2,0,2,2,0,0,2,68,3
23,100,1,1,0,6,65,0,1,1,2,1,2,1,0,2,70,1
15,69,0,1,0,8,73,1,1,1,1,1,2,0,0,1,61,2
9,77,0,0,0,7,80,1,1,1,1,2,3,1,0,2,61,3
18,72,0,2,0,7,58,0,1,0,1,2,0,0,0,1,64,6
26,91,0,1,0,10,72,0,1,2,1,1,3,0,1,1,71,4
28,91,2,1,1,4,78,0,1,1,0,2,3,0,0,1,72,1
24,72,1,2,1,10,76,2,0,0,1,0,3,0,0,2,66,1
23,63,1,1,1,9,79,2,1,0,1,0,4,0,0,0,63,0
22,60,0,0,0,7,83,1,0,1,1,2,1,0,1,2,62,3
17,77,1,1,1,8,69,0,1,2,1,1,3,1,0,2,65,3
19,76,1,1,1,6,53,1,1,1,1,2,5,0,0,2,66,2
30,100,0,2,0,7,53,1,1,0,2,1,3,0,0,1,72,2
14,79,2,1,1,10,93,1,1,1,1,1,3,0,1,2,68,2
30,70,2,0,0,6,84,2,1,1,1,2,3,0,2,2,70,2
18,96,1,1,1,7,88,1,1,1,2,0,3,0,0,1,70,1
28,80,1,2,0,6,96,2,1,0,1,2,6,0,0,2,73,2
12,84,1,2,0,6,88,2,0,2,2,2,2,0,0,2,67,2
24,64,1,0,0,6,85,1,1,1,1,2,2,0,2,1,65,3
16,75,2,0,1,5,83,1,1,1,2,0,3,0,1,1,65,1
12,98,0,1,0,7,63,1,1,2,1,1,3,1,0,2,65,0
21,84,1,1,1,7,98,1,1,1,1,1,4,0,1,2,70,0
26,74,1,0,1,6,77,1,1,1,1,0,2,0,0,0,66,3
15,85,1,1,1,4,61,1,1,1,0,1,1,0,1,2,65,0
11,96,2,2,0,7,60,1,1,0,1,1,1,0,0,2,68,2
19,71,1,1,1,7,91,1,1,2,1,0,1,0,0,1,66,3
19,80,0,1,1,10,63,2,0,1,1,1,2,0,1,2,65,1
23,98,1,2,1,7,52,0,1,0,2,2,4,1,0,2,71,2
26,67,0,1,1,8,71,1,1,2,1,0,3,0,0,2,65,2
20,89,0,1,1,6,91,2,1,1,1,2,4,0,1,2,70,0
31,85,1,1,1,9,71,0,1,1,2,0,2,1,1,1,69,0
21,87,1,1,0,6,90,2,1,2,1,0,4,0,0,2,71,3
18,74,1,2,1,8,91,1,1,1,2,2,2,0,0,2,67,0
10,73,1,1,1,8,93,2,1,0,1,2,2,1,0,1,64,3
18,87,0,0,0,8,79,2,1,0,2,0,4,0,1,2,82,1
18,69,1,2,1,10,85,1,1,2,1,2,0,0,1,1,66,2
26,77,0,1,1,6,63,0,1,0,2,0,4,0,0,2,66,1
23,68,2,1,1,9,55,1,1,1,1,2,3,0,0,1,65,1
13,60,1,1,0,9,77,0,1,1,2,2,5,1,0,2,61,2
21,99,1,2,0,7,51,2,1,1,0,1,2,0,2,2,72,2
24,77,2,1,1,10,73,1,1,1,1,2,3,0,0,2,70,3
29,99,1,1,1,7,55,0,1,1,1,2,3,0,0,1,71,0
25,66,2,1,1,7,55,1,1,1,1,1,2,1,0,1,84,4
25,83,2,2,1,7,94,0,1,0,2,2,3,1,1,1,72,2
20,68,1,2,1,5,82,1,0,0,2,2,3,0,2,2,67,1
22,92,2,0,0,8,82,1,1,1,1,1,5,0,2,2,72,2
27,91,0,2,1,8,70,0,1,1,0,1,6,0,0,1,70,1
12,65,1,2,0,7,71,1,1,0,2,1,4,0,0,1,62,1
18,96,2,1,1,10,65,0,1,1,1,2,2,0,1,1,71,3
15,68,0,1,0,6,72,0,1,2,0,1,3,0,0,2,62,3
22,85,1,1,1,4,79,0,1,0,0,2,3,0,0,2,68,1
27,99,2,1,0,10,59,2,1,0,1,2,3,0,0,2,74,2
16,95,2,2,0,9,63,1,0,1,0,2,3,0,0,2,68,0
6,98,1,0,0,8,75,1,1,2,1,1,3,1,2,0,64,1
18,74,2,1,1,6,69,1,1,0,1,2,4,0,0,1,65,0
25,64,1,0,1,8,91,1,1,0,0,2,5,0,1,2,66,1
23,68,1,2,0,5,91,0,1,0,1,1,1,0,1,2,68,5
23,80,1,1,0,7,67,0,1,0,2,1,4,0,0,2,67,2
18,92,1,1,1,6,73,0,1,1,2,1,5,1,0,1,67,1
12,66,1,2,1,7,99,0,1,1,0,1,3,0,0,1,63,2
23,86,1,2,1,8,91,1,1,0,1,0,1,0,1,2,71,2
15,73,1,2,0,5,61,0,0,0,2,2,2,0,2,1,63,1
33,74,1,0,0,8,64,1,1,1,1,0,3,1,0,2,66,0
23,86,2,1,0,7,54,0,1,1,1,0,2,1,0,2,67,2
17,79,1,2,1,8,84,1,1,1,1,1,2,0,0,1,66,0
16,92,1,1,1,7,66,2,1,1,1,2,4,0,2,1,70,2
19,66,2,1,0,8,77,0,0,1,1,0,4,0,1,1,64,3
19,92,1,1,1,6,88,0,1,2,1,2,2,0,2,2,71,1
27,63,2,2,1,4,92,1,1,0,1,1,3,0,1,2,68,0
21,68,0,1,1,5,66,0,1,2,1,1,3,0,0,2,64,2
16,86,1,1,1,6,62,0,1,0,2,2,4,0,0,2,66,1
31,94,0,1,0,5,92,0,1,2,0,1,4,0,0,2,72,1
20,70,0,1,1,9,69,2,1,1,2,1,3,0,2,2,66,2
25,73,1,2,1,7,91,1,1,1,2,1,4,0,0,2,70,0
16,81,1,1,1,8,57,2,1,1,1,2,2,0,0,2,66,1
22,68,2,1,0,8,96,1,1,1,1,2,3,0,2,1,68,1
22,92,1,0,1,7,74,2,1,1,0,2,4,0,1,1,70,2
9,91,1,1,0,10,59,2,1,0,1,2,2,0,1,1,64,0
32,66,2,2,1,10,77,2,1,1,1,1,1,0,1,2,71,3
28,79,1,2,1,9,94,0,1,0,1,2,5,0,1,2,72,2
18,91,2,1,1,6,69,1,1,0,2,2,2,0,0,2,71,5
13,73,1,0,0,9,59,1,1,1,2,1,4,0,2,2,63,0
22,85,0,1,1,4,79,1,1,2,0,2,2,0,1,2,68,1
21,62,1,1,0,9,92,1,1,1,1,2,4,1,0,2,63,1
22,84,1,1,0,4,56,1,1,2,0,2,2,0,0,1,66,0
21,66,1,1,1,7,52,2,1,1,1,1,3,0,0,0,63,1
23,93,2,2,0,9,53,2,1,0,1,1,4,0,1,2,72,1
29,74,1,2,1,8,62,2,1,0,2,2,3,1,2,1,70,3
23,71,1,1,1,5,50,1,1,0,2,2,1,0,1,2,65,1
14,94,1,2,1,7,71,1,1,1,1,0,3,1,1,1,67,0
28,62,0,2,0,8,85,1,1,0,2,2,3,0,0,1,66,2
30,76,1,1,1,7,86,1,1,1,2,1,2,1,2,0,69,1
39,75,1,2,1,6,82,2,1,2,0,0,3,0,1,2,73,1
13,71,1,2,1,8,65,2,1,1,1,1,4,0,2,2,66,2
21,96,1,1,1,9,87,1,1,1,1,1,6,1,0,2,70,0
8,90,2,2,0,7,79,2,1,0,1,0,4,0,1,2,68,2
23,63,0,1,1,9,93,1,1,1,2,2,2,0,0,0,65,2
17,89,1,1,0,7,74,1,1,0,1,2,2,0,2,1,67,1
32,81,2,1,0,6,59,2,1,2,1,1,2,0,0,1,71,2
15,96,2,2,0,9,82,1,1,0,0,1,3,0,0,2,70,2
10,73,1,0,1,9,58,0,1,0,1,0,3,0,0,1,61,5
17,83,2,1,1,6,98,1,1,1,1,2,3,0,0,2,69,0
8,80,0,1,1,6,85,1,1,0,2,0,3,0,2,2,63,1
25,80,1,1,1,10,88,0,1,0,2,0,2,0,1,1,67,0
8,78,2,1,1,7,84,1,1,1,1,2,2,0,1,2,65,0
20,68,2,1,1,7,55,2,1,0,0,2,3,1,0,2,63,0
8,90,1,1,0,7,73,2,1,2,0,0,4,0,2,2,67,3
18,78,0,2,1,9,83,1,1,0,1,0,2,0,2,1,66,2
30,98,0,1,1,10,61,1,1,0,1,2,3,0,2,1,72,0
22,70,1,2,0,7,84,0,1,0,2,2,5,0,0,2,68,3
15,87,2,1,1,10,91,1,1,0,0,1,4,0,0,1,67,1
20,98,1,1,1,6,64,1,1,2,2,2,3,0,2,1,72,1
20,87,1,2,1,7,60,1,1,0,1,2,2,1,0,0,66,0
23,95,1,1,1,8,94,1,1,1,1,2,4,0,0,2,73,1
12,93,2,2,1,6,50,0,1,2,2,2,3,0,2,1,71,4
24,74,0,0,1,8,63,2,1,0,2,2,3,0,0,1,65,1
4,84,1,1,1,6,70,1,1,1,2,1,4,0,0,2,65,5
16,66,2,1,1,5,84,1,1,1,1,1,3,0,0,2,65,2
17,81,1,1,1,4,100,0,1,1,2,1,2,0,1,2,68,2
24,69,2,1,0,7,69,1,0,2,1,2,3,0,1,2,70,6
20,90,1,0,1,8,97,0,1,1,0,1,2,0,0,2,68,1
12,81,0,1,1,5,68,2,1,0,2,0,2,0,0,2,62,0
14,76,1,1,0,7,85,2,1,0,1,1,3,0,1,2,66,3
21,71,1,1,0,7,58,0,1,0,1,0,5,0,1,2,65,3
20,100,1,1,1,7,73,1,1,0,1,1,4,0,1,2,71,1
17,63,1,1,0,6,94,0,1,1,1,0,2,0,0,1,61,0
17,62,1,1,0,7,66,2,1,2,1,1,4,0,0,1,63,2
24,69,1,2,1,7,55,0,1,1,2,1,4,0,0,2,67,3
17,99,1,1,0,8,76,0,0,2,1,2,4,0,2,2,70,2
19,99,1,1,1,5,72,0,1,1,2,1,4,0,2,2,73,3
33,86,1,1,0,7,61,1,1,2,1,2,3,0,0,2,72,1
11,95,1,1,1,5,95,0,1,0,2,2,3,0,2,2,69,1
9,69,0,1,1,7,80,1,1,1,1,1,3,0,1,1,61,1
25,99,1,1,0,5,67,1,1,0,2,1,3,0,0,2,71,1
16,66,1,1,1,6,100,1,1,1,1,1,3,0,0,1,64,1
18,64,0,1,1,7,57,1,1,2,1,1,3,0,0,1,61,1
15,64,1,1,0,6,92,0,1,0,1,0,4,0,1,2,63,3
18,83,1,0,1,9,62,2,1,0,1,0,2,0,0,2,65,2
30,91,2,1,0,9,62,0,1,0,2,0,4,0,2,2,73,3
25,75,1,0,1,8,75,2,1,2,2,0,4,1,2,2,68,2
25,99,1,1,0,8,83,1,1,1,1,1,2,0,1,2,72,1
12,77,0,0,1,7,85,1,1,1,1,2,3,0,1,0,62,1
13,66,2,1,1,9,51,0,1,1,1,2,2,0,2,1,63,3
3,79,0,1,1,7,64,0,1,1,1,0,3,0,2,0,58,0
15,87,1,1,0,10,83,1,1,2,2,2,3,0,0,2,68,1
26,93,2,2,1,6,94,0,1,1,2,0,2,0,0,2,74,1
23,78,1,1,1,5,83,1,1,1,1,2,3,0,0,2,68,1
19,84,1,1,1,5,63,1,1,2,1,2,2,0,0,2,67,1
20,71,1,1,1,5,75,0,1,1,1,2,4,0,0,2,65,0
16,86,0,0,1,5,82,0,1,0,1,1,4,0,0,1,63,0
21,99,1,0,0,7,57,2,1,1,1,1,2,0,2,2,71,2
25,62,1,0,1,8,77,1,1,1,0,0,4,0,1,0,62,0
10,95,2,0,1,7,74,2,1,0,1,0,3,0,0,0,66,2
22,82,0,1,0,5,67,0,1,0,2,1,1,1,2,2,65,1
26,70,2,1,0,6,81,0,1,0,2,1,3,0,0,1,66,0
18,98,2,0,0,8,82,1,1,1,2,0,3,0,1,2,71,3
24,79,0,2,0,6,99,2,0,0,2,0,3,0,0,2,68,2
37,73,1,2,1,6,71,1,1,2,2,2,5,0,0,1,72,0
19,67,1,2,0,5,77,1,1,1,2,0,4,0,2,2,66,1
22,70,1,0,1,6,58,0,1,2,1,2,2,0,2,1,66,4
16,93,0,2,0,6,77,2,1,0,1,0,1,0,0,1,67,2
21,85,0,2,1,7,52,1,1,2,2,2,3,0,2,1,71,5
23,97,2,2,1,8,57,0,0,2,1,2,1,0,2,0,72,2
21,69,0,1,0,7,59,1,1,0,1,1,3,0,2,2,64,3
14,65,0,2,0,7,82,0,1,0,0,0,3,0,0,2,60,1
21,60,2,0,0,8,78,1,1,1,2,2,2,0,0,2,64,2
29,80,1,0,1,5,90,1,1,1,0,2,1,0,1,2,70,2
23,100,1,0,1,10,73,1,1,1,1,1,2,0,1,2,72,3
26,88,1,2,0,6,74,1,1,0,1,0,2,0,0,1,68,0
19,72,1,0,1,8,58,1,1,1,0,1,3,0,0,2,62,0
24,95,1,0,0,5,87,1,1,0,1,1,2,0,0,0,68,0
22,91,2,2,1,7,50,1,1,0,1,2,5,0,2,1,72,2
14,61,1,0,1,7,71,1,1,1,0,1,1,0,2,2,60,0
22,93,1,2,0,9,59,0,1,0,2,2,4,0,2,2,72,3
14,72,0,2,0,7,89,1,1,1,1,2,3,0,0,2,65,2
16,66,1,0,0,9,84,2,1,0,0,2,4,0,0,2,63,3
21,69,1,0,1,7,85,1,1,1,1,2,0,0,2,2,66,2
22,79,0,1,0,10,57,0,1,1,2,2,2,0,0,2,65,1
13,77,1,2,0,4,83,1,1,1,2,0,2,0,2,1,65,1
26,72,0,2,0,8,85,1,1,0,1,0,3,0,0,2,67,2
23,67,1,1,0,4,50,0,1,0,1,2,3,0,1,1,65,4
16,90,2,1,0,7,66,1,1,2,2,0,3,0,0,1,67,0
11,100,1,1,1,9,54,0,1,0,1,0,3,0,2,2,66,1
19,91,0,2,1,9,84,2,1,2,2,2,3,1,0,2,71,2
17,72,1,1,0,8,61,1,1,1,1,1,4,0,2,1,64,1
21,70,0,0,0,7,63,1,1,1,1,2,2,0,0,0,61,0
18,69,2,2,1,8,54,0,1,2,2,1,2,0,0,2,65,1
8,65,1,1,0,10,74,1,1,1,2,2,5,0,0,2,61,1
18,82,2,0,0,7,52,0,1,0,1,0,4,0,0,2,64,1
18,84,2,2,1,8,92,0,1,0,2,0,3,0,1,2,69,0
24,88,1,1,1,6,51,2,1,1,0,2,4,0,0,2,71,4
16,87,2,1,0,9,53,2,1,1,2,1,5,0,1,2,70,3
30,72,2,1,1,8,82,2,1,0,1,2,1,0,1,1,70,1
9,73,1,1,1,6,96,0,1,0,2,2,2,0,0,2,62,0
28,87,1,1,0,8,95,1,1,1,0,2,3,0,2,2,73,2
19,74,1,2,0,8,54,2,1,1,1,2,3,0,1,2,66,0
25,69,1,1,1,8,64,1,1,2,0,0,3,0,2,1,66,1
20,75,0,1,0,7,76,1,1,2,2,0,3,0,1,2,66,3
27,71,1,1,1,9,51,1,0,2,1,1,1,0,1,0,66,3
18,64,1,1,1,6,76,1,1,1,2,2,4,0,0,2,65,2
13,93,0,0,0,7,72,2,1,1,1,2,2,0,2,2,67,2
29,94,2,1,0,7,79,1,1,0,2,1,4,0,1,2,76,6
19,69,1,1,1,9,96,1,1,2,2,2,3,0,0,1,66,0
21,63,1,1,1,6,64,0,1,2,2,0,3,0,0,2,63,1
27,90,1,1,0,7,82,1,1,1,1,2,3,0,1,1,71,0
14,68,1,2,0,6,71,0,1,1,1,2,3,0,1,1,63,1
24,76,2,0,1,7,72,0,1,2,1,2,2,0,1,1,67,1
16,63,1,1,1,8,82,1,1,2,1,1,3,0,0,2,63,0
19,69,2,1,1,5,98,1,1,2,1,1,4,0,0,1,66,0
20,92,1,1,1,9,93,0,1,2,1,2,2,0,1,2,72,3
11,92,2,1,1,8,82,2,1,1,1,0,2,0,2,2,70,4
15,68,2,0,1,6,73,1,0,1,1,2,3,0,1,2,62,0
28,73,2,1,1,6,71,1,1,1,2,2,2,0,1,1,69,0
25,65,0,1,1,9,89,1,1,1,2,1,3,0,0,2,66,2
20,63,1,1,1,8,61,1,1,2,1,1,3,0,0,2,64,2
21,100,0,1,1,6,79,1,1,0,1,1,1,0,0,2,70,2
18,86,1,1,0,6,75,2,1,0,2,1,4,0,0,2,67,0
28,82,1,2,1,8,82,0,1,1,1,0,2,0,2,2,71,1
19,91,1,1,0,8,59,2,1,2,1,1,2,0,2,2,69,1
21,94,2,0,0,8,85,1,1,1,1,0,4,0,1,2,70,1
27,92,1,1,1,7,81,1,1,0,1,0,1,0,1,2,70,0
